"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
28,"HS-grad","Divorced","Craft-repair","Male",40,"United-States","<=50K"
22,"HS-grad","Never-married","Exec-managerial","Female",20,"United-States","<=50K"
23,"Bachelors","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
65,"Some-college","Married-civ-spouse","Protective-serv","Male",16,"United-States","<=50K"
26,"Bachelors","Married-civ-spouse","Prof-specialty","Male",40,"United-States","<=50K"
38,"Bachelors","Married-civ-spouse","Other-service","Male",10,"United-States","<=50K"
33,"HS-grad","Never-married","Prof-specialty","Male",60,"United-States",">50K"
33,"HS-grad","Married-civ-spouse","Adm-clerical","Female",60,"United-States","<=50K"
37,"Bachelors","Never-married","Sales","Female",40,"United-States","<=50K"
19,"11th","Never-married","Machine-op-inspct","Male",60,"United-States","<=50K"
24,"Bachelors","Never-married","Sales","Male",50,"United-States","<=50K"
30,"11th","Married-civ-spouse","Craft-repair","Male",45,"United-States","<=50K"
57,"HS-grad","Divorced","Exec-managerial","Female",50,"United-States","<=50K"
22,"Some-college","Never-married","Prof-specialty","Female",20,"United-States","<=50K"
57,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States",">50K"
46,"HS-grad","Married-civ-spouse","Tech-support","Male",40,"United-States","<=50K"
67,"HS-grad","Married-civ-spouse","Adm-clerical","Male",35,"United-States","<=50K"
47,"HS-grad","Separated","Craft-repair","Male",40,"United-States","<=50K"
39,"10th","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
50,"Some-college","Divorced","Other-service","Male",40,"Philippines","<=50K"
58,"12th","Divorced","Sales","Female",52,"United-States","<=50K"
36,"Assoc-acdm","Married-civ-spouse","Prof-specialty","Female",30,"United-States",">50K"
45,"Masters","Married-civ-spouse","Prof-specialty","Male",36,"England",">50K"
54,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States",">50K"
26,"Bachelors","Never-married","Adm-clerical","Male",30,"United-States","<=50K"
60,"HS-grad","Married-civ-spouse","Prof-specialty","Male",40,"United-States",">50K"
46,"Prof-school","Married-civ-spouse","Prof-specialty","Male",60,"United-States",">50K"
26,"Some-college","Married-civ-spouse","Exec-managerial","Female",35,"United-States","<=50K"
32,"11th","Never-married","Craft-repair","Male",40,"United-States","<=50K"
38,"HS-grad","Married-civ-spouse","Transport-moving","Male",40,"United-States","<=50K"
48,"Some-college","Married-civ-spouse","Sales","Male",70,"United-States",">50K"
44,"HS-grad","Married-civ-spouse","Exec-managerial","Male",45,"United-States",">50K"
37,"HS-grad","Never-married","Other-service","Female",40,"Philippines","<=50K"
44,"Some-college","Married-civ-spouse","Exec-managerial","Male",40,"United-States","<=50K"
31,"HS-grad","Never-married","Other-service","Female",35,"United-States","<=50K"
61,"Prof-school","Married-civ-spouse","Prof-specialty","Male",35,"United-States",">50K"
51,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
52,"Bachelors","Married-civ-spouse","Sales","Female",60,"United-States",">50K"
45,"HS-grad","Married-civ-spouse","Machine-op-inspct","Female",40,"United-States","<=50K"
39,"11th","Married-civ-spouse","Other-service","Male",70,"Mexico","<=50K"
67,"HS-grad","Divorced","Other-service","Female",24,"United-States","<=50K"
40,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Male",40,"United-States",">50K"
27,"5th-6th","Never-married","Farming-fishing","Male",35,"Mexico","<=50K"
37,"1st-4th","Married-civ-spouse","Machine-op-inspct","Male",40,"Mexico","<=50K"
57,"Some-college","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
27,"10th","Divorced","Other-service","Female",40,"United-States","<=50K"
28,"HS-grad","Never-married","Sales","Female",48,"United-States","<=50K"
34,"Bachelors","Married-civ-spouse","Prof-specialty","Male",60,"United-States",">50K"
54,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",50,"United-States",">50K"
52,"HS-grad","Divorced","Other-service","Female",38,"United-States","<=50K"
42,"Bachelors","Married-civ-spouse","Prof-specialty","Male",45,"United-States",">50K"
48,"Masters","Married-civ-spouse","Prof-specialty","Male",40,"United-States",">50K"
65,"Masters","Married-civ-spouse","Prof-specialty","Male",35,"United-States",">50K"
55,"Prof-school","Married-civ-spouse","Prof-specialty","Female",10,"United-States","<=50K"
71,"HS-grad","Married-civ-spouse","Adm-clerical","Female",20,"United-States",">50K"
33,"Some-college","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
30,"HS-grad","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
35,"Bachelors","Married-civ-spouse","Exec-managerial","Male",55,"United-States",">50K"
59,"10th","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
19,"Some-college","Never-married","Handlers-cleaners","Male",20,"United-States","<=50K"
36,"9th","Married-civ-spouse","Craft-repair","Male",30,"United-States","<=50K"
26,"HS-grad","Never-married","Sales","Male",40,"United-States","<=50K"
34,"HS-grad","Married-civ-spouse","Protective-serv","Male",40,"United-States","<=50K"
41,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States",">50K"
44,"Bachelors","Married-civ-spouse","Prof-specialty","Male",50,"Italy",">50K"
47,"HS-grad","Married-civ-spouse","Craft-repair","Male",48,"United-States","<=50K"
18,"Some-college","Never-married","Sales","Male",16,"United-States","<=50K"
55,"10th","Married-civ-spouse","Craft-repair","Male",18,"United-States","<=50K"
49,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
44,"Bachelors","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
43,"Bachelors","Never-married","Prof-specialty","Male",40,"United-States","<=50K"
62,"7th-8th","Married-civ-spouse","Protective-serv","Male",40,"Cuba","<=50K"
44,"HS-grad","Married-civ-spouse","Handlers-cleaners","Male",40,"United-States","<=50K"
50,"Some-college","Married-civ-spouse","Sales","Male",60,"United-States",">50K"
35,"11th","Never-married","Sales","Male",45,"United-States","<=50K"
52,"HS-grad","Married-civ-spouse","Adm-clerical","Male",40,"United-States","<=50K"
46,"Prof-school","Married-civ-spouse","Prof-specialty","Male",60,"United-States",">50K"
44,"Assoc-acdm","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
43,"Some-college","Never-married","Exec-managerial","Male",50,"United-States","<=50K"
51,"7th-8th","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
20,"Some-college","Never-married","Sales","Male",20,"United-States","<=50K"
47,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Female",40,"Italy",">50K"
43,"Masters","Divorced","Exec-managerial","Male",50,"United-States","<=50K"
24,"Some-college","Never-married","Craft-repair","Male",40,"United-States","<=50K"
27,"Some-college","Married-civ-spouse","Craft-repair","Male",50,"United-States","<=50K"
32,"HS-grad","Married-civ-spouse","Transport-moving","Male",40,"United-States","<=50K"
37,"HS-grad","Divorced","Other-service","Female",12,"United-States","<=50K"
26,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",60,"United-States","<=50K"
43,"Bachelors","Married-civ-spouse","Exec-managerial","Male",60,"United-States",">50K"
50,"HS-grad","Married-civ-spouse","Machine-op-inspct","Female",40,"United-States","<=50K"
20,"HS-grad","Never-married","Transport-moving","Male",80,"United-States","<=50K"
37,"HS-grad","Married-civ-spouse","Exec-managerial","Male",45,"United-States",">50K"
43,"HS-grad","Never-married","Other-service","Female",45,"United-States","<=50K"
37,"HS-grad","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
53,"9th","Divorced","Other-service","Female",36,"Canada","<=50K"
44,"Doctorate","Married-civ-spouse","Prof-specialty","Male",40,"United-States",">50K"
25,"HS-grad","Never-married","Other-service","Female",40,"United-States","<=50K"
17,"11th","Never-married","Adm-clerical","Female",20,"United-States","<=50K"
19,"HS-grad","Never-married","Sales","Male",50,"United-States","<=50K"
53,"HS-grad","Married-civ-spouse","Exec-managerial","Female",40,"United-States",">50K"
44,"Some-college","Married-civ-spouse","Sales","Male",50,"United-States","<=50K"
51,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States",">50K"
49,"HS-grad","Married-civ-spouse","Exec-managerial","Female",43,"United-States","<=50K"
35,"Some-college","Married-civ-spouse","Handlers-cleaners","Male",40,"United-States","<=50K"
44,"HS-grad","Divorced","Craft-repair","Male",45,"United-States","<=50K"
54,"Masters","Married-civ-spouse","Prof-specialty","Male",60,"United-States","<=50K"
37,"Some-college","Divorced","Adm-clerical","Female",35,"United-States","<=50K"
18,"Some-college","Never-married","Other-service","Female",15,"United-States","<=50K"
24,"Some-college","Married-civ-spouse","Handlers-cleaners","Male",40,"United-States","<=50K"
29,"HS-grad","Divorced","Craft-repair","Female",50,"United-States","<=50K"
35,"HS-grad","Never-married","Machine-op-inspct","Male",40,"United-States","<=50K"
56,"HS-grad","Married-civ-spouse","Craft-repair","Male",48,"United-States",">50K"
24,"Bachelors","Never-married","Machine-op-inspct","Male",45,"China","<=50K"
43,"Masters","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
73,"HS-grad","Widowed","Sales","Female",15,"United-States","<=50K"
49,"12th","Married-civ-spouse","Machine-op-inspct","Male",39,"United-States","<=50K"
38,"Bachelors","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
31,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
39,"Some-college","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
42,"Bachelors","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
41,"Masters","Married-civ-spouse","Prof-specialty","Male",45,"China",">50K"
35,"Bachelors","Married-civ-spouse","Sales","Male",45,"United-States",">50K"
38,"HS-grad","Married-civ-spouse","Transport-moving","Male",45,"United-States","<=50K"
31,"HS-grad","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
51,"HS-grad","Married-civ-spouse","Protective-serv","Male",70,"United-States","<=50K"
38,"Bachelors","Divorced","Sales","Male",48,"United-States",">50K"
40,"Some-college","Married-civ-spouse","Exec-managerial","Male",42,"United-States",">50K"
21,"HS-grad","Never-married","Other-service","Female",30,"United-States","<=50K"
44,"Some-college","Divorced","Craft-repair","Male",40,"United-States","<=50K"
55,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States",">50K"
29,"HS-grad","Divorced","Sales","Male",45,"United-States","<=50K"
49,"Masters","Married-civ-spouse","Prof-specialty","Female",50,"United-States",">50K"
31,"Assoc-voc","Married-civ-spouse","Other-service","Male",42,"United-States","<=50K"
24,"Masters","Never-married","Exec-managerial","Male",90,"United-States","<=50K"
46,"Some-college","Never-married","Exec-managerial","Male",40,"United-States","<=50K"
26,"HS-grad","Never-married","Sales","Male",40,"United-States","<=50K"
35,"Bachelors","Never-married","Other-service","Male",38,"United-States","<=50K"
27,"Assoc-voc","Never-married","Sales","Male",50,"United-States","<=50K"
64,"Bachelors","Married-civ-spouse","Exec-managerial","Male",35,"United-States",">50K"
26,"Bachelors","Never-married","Craft-repair","Male",40,"United-States","<=50K"
21,"HS-grad","Never-married","Other-service","Female",16,"United-States","<=50K"
57,"HS-grad","Married-civ-spouse","Transport-moving","Male",72,"United-States","<=50K"
30,"Bachelors","Married-civ-spouse","Adm-clerical","Male",40,"United-States",">50K"
45,"11th","Married-civ-spouse","Other-service","Female",32,"United-States","<=50K"
50,"7th-8th","Divorced","Craft-repair","Female",30,"United-States","<=50K"
38,"Bachelors","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
43,"Some-college","Married-civ-spouse","Craft-repair","Male",60,"United-States","<=50K"
42,"Some-college","Widowed","Exec-managerial","Female",55,"United-States","<=50K"
32,"Bachelors","Never-married","Prof-specialty","Male",40,"United-States","<=50K"
20,"HS-grad","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
27,"HS-grad","Never-married","Other-service","Female",35,"United-States","<=50K"
45,"11th","Widowed","Adm-clerical","Female",40,"United-States","<=50K"
40,"HS-grad","Never-married","Machine-op-inspct","Female",40,"United-States","<=50K"
38,"HS-grad","Divorced","Transport-moving","Male",60,"United-States","<=50K"
37,"HS-grad","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
60,"10th","Divorced","Machine-op-inspct","Female",40,"United-States","<=50K"
53,"HS-grad","Married-civ-spouse","Exec-managerial","Male",45,"United-States",">50K"
25,"Bachelors","Married-civ-spouse","Exec-managerial","Female",40,"United-States","<=50K"
47,"Bachelors","Divorced","Exec-managerial","Male",60,"Japan","<=50K"
40,"HS-grad","Never-married","Farming-fishing","Male",70,"United-States","<=50K"
19,"Some-college","Never-married","Other-service","Female",10,"United-States","<=50K"
42,"Some-college","Married-civ-spouse","Prof-specialty","Female",50,"United-States",">50K"
41,"Bachelors","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
28,"10th","Never-married","Machine-op-inspct","Male",45,"United-States","<=50K"
46,"Masters","Divorced","Exec-managerial","Female",50,"United-States",">50K"
49,"Bachelors","Married-civ-spouse","Prof-specialty","Female",20,"United-States",">50K"
24,"HS-grad","Never-married","Handlers-cleaners","Male",40,"United-States","<=50K"
32,"11th","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
71,"HS-grad","Married-civ-spouse","Protective-serv","Male",20,"United-States","<=50K"
26,"Some-college","Married-civ-spouse","Tech-support","Male",40,"United-States",">50K"
29,"HS-grad","Married-spouse-absent","Protective-serv","Male",40,"United-States","<=50K"
50,"Some-college","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
51,"Assoc-voc","Married-civ-spouse","Craft-repair","Male",50,"United-States",">50K"
49,"HS-grad","Married-civ-spouse","Other-service","Female",40,"United-States",">50K"
31,"10th","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
23,"11th","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
59,"HS-grad","Widowed","Farming-fishing","Male",40,"United-States","<=50K"
43,"Some-college","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
38,"Bachelors","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
37,"HS-grad","Married-civ-spouse","Exec-managerial","Male",40,"United-States","<=50K"
29,"10th","Never-married","Other-service","Male",40,"United-States","<=50K"
39,"Bachelors","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
31,"Assoc-acdm","Never-married","Adm-clerical","Male",38,"United-States","<=50K"
42,"Bachelors","Married-spouse-absent","Prof-specialty","Female",45,"United-States",">50K"
35,"Masters","Married-civ-spouse","Prof-specialty","Female",35,"United-States",">50K"
39,"Masters","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
40,"Assoc-acdm","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
66,"5th-6th","Married-spouse-absent","Handlers-cleaners","Female",40,"Puerto-Rico","<=50K"
30,"9th","Married-civ-spouse","Tech-support","Male",40,"United-States","<=50K"
43,"Assoc-acdm","Divorced","Craft-repair","Male",40,"United-States","<=50K"
47,"9th","Never-married","Other-service","Female",50,"United-States","<=50K"
45,"Masters","Never-married","Adm-clerical","Female",40,"Philippines","<=50K"
31,"Some-college","Married-civ-spouse","Machine-op-inspct","Male",40,"Trinadad&Tobago","<=50K"
33,"HS-grad","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
32,"Bachelors","Never-married","Adm-clerical","Male",40,"United-States","<=50K"
28,"Assoc-acdm","Married-civ-spouse","Handlers-cleaners","Male",40,"United-States","<=50K"
50,"HS-grad","Married-civ-spouse","Adm-clerical","Male",40,"United-States",">50K"
63,"7th-8th","Divorced","Sales","Female",40,"United-States","<=50K"
28,"Bachelors","Married-civ-spouse","Adm-clerical","Male",40,"United-States","<=50K"
38,"Some-college","Widowed","Adm-clerical","Female",40,"United-States","<=50K"
52,"HS-grad","Divorced","Other-service","Female",38,"United-States","<=50K"
38,"Prof-school","Married-civ-spouse","Prof-specialty","Male",40,"United-States",">50K"
41,"HS-grad","Never-married","Exec-managerial","Male",40,"United-States","<=50K"
50,"Masters","Never-married","Prof-specialty","Male",38,"United-States","<=50K"
59,"11th","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
32,"HS-grad","Married-civ-spouse","Sales","Male",49,"United-States","<=50K"
73,"7th-8th","Married-civ-spouse","Protective-serv","Male",10,"United-States","<=50K"
52,"HS-grad","Divorced","Exec-managerial","Male",38,"United-States","<=50K"
57,"HS-grad","Married-civ-spouse","Exec-managerial","Male",60,"United-States","<=50K"
35,"Assoc-voc","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
51,"Bachelors","Married-civ-spouse","Transport-moving","Male",56,"United-States",">50K"
22,"11th","Widowed","Sales","Female",35,"United-States","<=50K"
49,"HS-grad","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
22,"HS-grad","Never-married","Handlers-cleaners","Male",40,"United-States","<=50K"
46,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
48,"HS-grad","Divorced","Craft-repair","Female",40,"United-States","<=50K"
43,"Bachelors","Married-civ-spouse","Adm-clerical","Male",50,"United-States",">50K"
25,"7th-8th","Married-civ-spouse","Handlers-cleaners","Male",40,"Mexico","<=50K"
31,"7th-8th","Never-married","Craft-repair","Male",40,"United-States","<=50K"
19,"Some-college","Never-married","Sales","Male",36,"United-States","<=50K"
51,"HS-grad","Married-civ-spouse","Transport-moving","Male",84,"United-States",">50K"
51,"Bachelors","Divorced","Exec-managerial","Male",40,"United-States",">50K"
22,"HS-grad","Never-married","Prof-specialty","Female",40,"Dominican-Republic",">50K"
37,"HS-grad","Divorced","Adm-clerical","Female",35,"United-States","<=50K"
19,"Some-college","Never-married","Sales","Female",30,"United-States","<=50K"
45,"HS-grad","Divorced","Transport-moving","Female",55,"United-States","<=50K"
21,"Some-college","Never-married","Other-service","Male",10,"United-States","<=50K"
52,"HS-grad","Widowed","Sales","Female",40,"United-States","<=50K"
46,"Some-college","Married-civ-spouse","Prof-specialty","Male",24,"United-States","<=50K"
42,"Masters","Divorced","Prof-specialty","Female",38,"United-States","<=50K"
56,"HS-grad","Never-married","Craft-repair","Male",40,"United-States","<=50K"
23,"HS-grad","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
58,"Masters","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
70,"HS-grad","Married-civ-spouse","Farming-fishing","Male",30,"United-States","<=50K"
30,"Some-college","Divorced","Adm-clerical","Male",40,"United-States","<=50K"
45,"Bachelors","Married-civ-spouse","Adm-clerical","Male",40,"Philippines","<=50K"
23,"Some-college","Never-married","Craft-repair","Male",44,"United-States","<=50K"
34,"Some-college","Married-civ-spouse","Transport-moving","Male",40,"United-States","<=50K"
38,"Bachelors","Married-civ-spouse","Craft-repair","Female",40,"United-States","<=50K"
24,"Assoc-voc","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
53,"7th-8th","Never-married","Transport-moving","Male",40,"United-States","<=50K"
45,"HS-grad","Never-married","Transport-moving","Male",40,"United-States","<=50K"
21,"Some-college","Never-married","Other-service","Female",40,"Puerto-Rico","<=50K"
34,"Bachelors","Never-married","Prof-specialty","Female",40,"United-States","<=50K"
32,"HS-grad","Married-civ-spouse","Craft-repair","Male",45,"United-States",">50K"
21,"HS-grad","Married-civ-spouse","Handlers-cleaners","Male",40,"United-States","<=50K"
23,"9th","Never-married","Handlers-cleaners","Male",36,"United-States","<=50K"
28,"Bachelors","Divorced","Craft-repair","Male",50,"United-States","<=50K"
29,"HS-grad","Never-married","Transport-moving","Male",45,"United-States","<=50K"
25,"Bachelors","Never-married","Prof-specialty","Female",40,"United-States","<=50K"
44,"Masters","Never-married","Prof-specialty","Female",60,"United-States","<=50K"
18,"HS-grad","Never-married","Other-service","Female",8,"United-States","<=50K"
26,"HS-grad","Never-married","Other-service","Male",24,"United-States","<=50K"
47,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Female",35,"United-States",">50K"
23,"HS-grad","Divorced","Sales","Male",40,"United-States","<=50K"
46,"Some-college","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
61,"Bachelors","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
25,"HS-grad","Never-married","Craft-repair","Male",40,"United-States","<=50K"
38,"HS-grad","Married-civ-spouse","Protective-serv","Male",54,"United-States",">50K"
23,"Some-college","Never-married","Other-service","Male",20,"United-States","<=50K"
36,"HS-grad","Divorced","Adm-clerical","Female",48,"United-States","<=50K"
46,"9th","Divorced","Other-service","Male",25,"United-States","<=50K"
32,"Bachelors","Married-civ-spouse","Prof-specialty","Male",45,"United-States",">50K"
40,"10th","Married-civ-spouse","Transport-moving","Male",40,"United-States","<=50K"
31,"HS-grad","Never-married","Adm-clerical","Male",40,"United-States","<=50K"
31,"Some-college","Married-civ-spouse","Exec-managerial","Male",65,"United-States",">50K"
32,"Bachelors","Never-married","Adm-clerical","Male",37,"United-States","<=50K"
21,"Some-college","Never-married","Other-service","Male",10,"United-States","<=50K"
63,"Some-college","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
44,"Some-college","Separated","Exec-managerial","Male",45,"United-States",">50K"
42,"Bachelors","Married-civ-spouse","Sales","Male",60,"United-States","<=50K"
30,"Some-college","Divorced","Adm-clerical","Female",45,"United-States","<=50K"
24,"HS-grad","Never-married","Other-service","Male",40,"El-Salvador","<=50K"
42,"Bachelors","Married-civ-spouse","Tech-support","Male",40,"United-States",">50K"
44,"HS-grad","Married-civ-spouse","Prof-specialty","Female",40,"Italy",">50K"
27,"Bachelors","Never-married","Exec-managerial","Male",48,"United-States","<=50K"
27,"Some-college","Never-married","Exec-managerial","Male",40,"United-States","<=50K"
22,"HS-grad","Never-married","Other-service","Female",45,"United-States","<=50K"
68,"HS-grad","Never-married","Sales","Female",40,"United-States","<=50K"
